,id,goal,sol1,sol2,label,slot_question,slot_answer,pred_answer
347,296500a6-8761-4e03-94d2-c3b967184d40,Buy name brand clothing inexpensively.,Sew your own clothes. Print out labels from clothes that you like and sew them on. Great way to save money.,Shop thrift stores. Be picky and know your labels. You can always find a great bargain there.,1,"Buy name brand clothing inexpensively.
sol1:
sol2:Shop thrift stores. Be picky and know your labels. You can always find a great bargain there.",Sew your own clothes. Print out labels from clothes that you like and sew them on. Great way to save money.,Look for online sales and discounts at department stores
348,73b05dd2-7859-4849-90d2-cfa1de8d35f3,Attract deer and rabbits to your back yard.,"Plant hostas, tulips,  peas, soybeans, turnips, alfalfa, sorghum, kale, or corn.","Plant daffodils, foxglove, poppies, thyme and lavender",0,"Attract deer and rabbits to your back yard.
sol1:Plant hostas, tulips,  peas, soybeans, turnips, alfalfa, sorghum, kale, or corn.
sol2:","Plant daffodils, foxglove, poppies, thyme and lavender",Place a bird feeder filled with seeds or nuts in your back yard.
349,e038db31-e600-49ee-8106-4d84a4ffb34d,To make an alcohol watermelon.,Cut up the watermelon and squish it to make a juice and then add alcohol.,Cut a hole in the watermelon and pour your favorite liquor in and let it sit.,1,"To make an alcohol watermelon.
sol1:
sol2:Cut a hole in the watermelon and pour your favorite liquor in and let it sit.",Cut up the watermelon and squish it to make a juice and then add alcohol.,Blend the watermelon with your favorite liquor and refrigerate.
350,85bd98dc-163d-4a9d-a74d-59cfec199746,How to swing a swinging ball?,Take the end with the ball and swing the rope around so that it is lighter and hence easier to swing.,Take the end of the rope without the ball and swing it so that the weight of the ball supports the movement.,1,"How to swing a swinging ball?
sol1:
sol2:Take the end of the rope without the ball and swing it so that the weight of the ball supports the movement.",Take the end with the ball and swing the rope around so that it is lighter and hence easier to swing.,"Hold onto the end of the rope with the swinging ball and give it a forceful push, allowing it to swing back and forth."
351,f6181ad9-d46e-46c4-91b5-fdb98a6b5e15,To preserve pancakes for a week.,Cover the pancakes in a cling film and freeze them.,Store the pancakes flat in airtight plastic bags and microwave them at 30 seconds increment to warm up during the week.,0,"To preserve pancakes for a week.
sol1:Cover the pancakes in a cling film and freeze them.
sol2:",Store the pancakes flat in airtight plastic bags and microwave them at 30 seconds increment to warm up during the week.,Store them in an airtight container in the refrigerator.
352,7d592a4f-53a2-4543-8317-59f31ab58102,toilet,quench kindle ,quench rice cooker ,0,"toilet
sol1:quench kindle 
sol2:",quench rice cooker ,Flush the toilet
353,f923dd09-779b-4aba-8579-e9f10aaf5e08,how to easily cut bacon and pancetta.,"To cut pancetta or bacon into lardons, put in the freezer for 15 minutes. This will firm up the meat and make it easier to cut.","freeze for two hours, and then take kitchen shears to cut into strips. Then use a sharp knife and mince, rubbing with a little salt as you  go.",0,"how to easily cut bacon and pancetta.
sol1:To cut pancetta or bacon into lardons, put in the freezer for 15 minutes. This will firm up the meat and make it easier to cut.
sol2:","freeze for two hours, and then take kitchen shears to cut into strips. Then use a sharp knife and mince, rubbing with a little salt as you  go.","To cut bacon and pancetta into thin slices, use a sharp knife and apply firm pressure while slicing in a smooth, back-and-forth motion. This will ensure clean and even cuts."
354,1f7dc855-419f-4f98-b38c-a6f6f4d588ee,To dust your ceiling fan,"Use a pillow case, and put it over each blade individually, and pull towards you to keep the dust inside of the pillow case.","Use a leaf blower, point it towards each blade individually, and turn it on to spray the dust around the room.",0,"To dust your ceiling fan
sol1:Use a pillow case, and put it over each blade individually, and pull towards you to keep the dust inside of the pillow case.
sol2:","Use a leaf blower, point it towards each blade individually, and turn it on to spray the dust around the room.",Use a long-handled duster or an extendable pole with a duster attachment to reach and clean each blade without having to touch them directly.
355,a2a4e85d-d255-4800-bb0d-d357d4de55fe,How to eat a grapefruit.,"Using an orange peeler, remove the rind and then break each section off and enjoy.",Cut the grapefruit in half and then in chunks . put it into the blender and blend until drinkable and then drink it.,0,"How to eat a grapefruit.
sol1:Using an orange peeler, remove the rind and then break each section off and enjoy.
sol2:",Cut the grapefruit in half and then in chunks . put it into the blender and blend until drinkable and then drink it.,Cut the grapefruit in half and use a spoon to scoop out the sections and eat them.
356,d1719d55-2c36-42d4-a443-7107c7256853,How should I start the assembling process?,You should organize the pieces first by assembling number.,You should first start with the bigger pieces and then the small ones.,0,"How should I start the assembling process?
sol1:You should organize the pieces first by assembling number.
sol2:",You should first start with the bigger pieces and then the small ones.,You should read through the assembly instructions thoroughly.
357,b50be4bd-67e3-45b4-be31-64f661f69d2f,What is the best thing to brush onto your skillet to season it?,Frosting,Crisco,1,"What is the best thing to brush onto your skillet to season it?
sol1:
sol2:Crisco",Frosting,Olive oil
358,a407d0ca-feed-4313-8c8e-bdde3da70650,how do you close a backpack?,"once you are done filling it, grab the zipper and move it along the zipper line of the backpack until it's all zipped up.",hold the two ends together.,0,"how do you close a backpack?
sol1:once you are done filling it, grab the zipper and move it along the zipper line of the backpack until it's all zipped up.
sol2:",hold the two ends together.,"Once the zipper is fully closed, pull the zipper pulls to the top and secure them using the attached clips or buckles."
359,ea51c0d7-9908-4a95-a2ba-8eeef48f2927,"To prevent children from locking themselves in a children's bathroom,",tie a string from one knob to another.,leave a baby monitor in the bathroom.,0,"To prevent children from locking themselves in a children's bathroom,
sol1:tie a string from one knob to another.
sol2:",leave a baby monitor in the bathroom.,Install childproof locks on the bathroom door or use a doorknob cover.
360,e9c56692-60f3-4602-ba52-8b020e329a04,how to grill boneless chicken?,low and slow for at least six hours.,quickly over direct heat,1,"how to grill boneless chicken?
sol1:
sol2:quickly over direct heat",low and slow for at least six hours.,"Marinate it first, then grill it over medium heat"
361,16e87ab9-1579-474d-8d0a-48b1622fbe54,how do you butter toast?,"use a knife to grab the butter, and then spread it over a piece of toast.",dip the toast into a tub of butter.,0,"how do you butter toast?
sol1:use a knife to grab the butter, and then spread it over a piece of toast.
sol2:",dip the toast into a tub of butter.,"Use a butter knife to cut a slice of butter, and then spread it over a piece of toast."
362,b29a4e84-4cee-4c98-b154-646bdbc3a55e,Keep the ducks off the beach.,Put up a no ducks allowed sign on the beach.,Put a dog on the beach.,1,"Keep the ducks off the beach.
sol1:
sol2:Put a dog on the beach.",Put up a no ducks allowed sign on the beach.,Install scarecrows on the beach.
363,7d29a6ae-4fb9-4483-ad98-d08ea03603a9,"To freshen up an old sponge,",soak it in hot water for a bit.,microwave it for a minute.,1,"To freshen up an old sponge,
sol1:
sol2:microwave it for a minute.",soak it in hot water for a bit.,Soak it in vinegar and water solution
364,0a6e1543-7601-4d3b-9314-c3e2dceee3e1,how do you hang something?,let it sit on the ground.,leave it dangling on a string.,1,"how do you hang something?
sol1:
sol2:leave it dangling on a string.",let it sit on the ground.,Hang it on a hook or nail
365,8feb685e-ff93-4047-9c87-1463339e946a,liquid,stop fires ,stop flooding ,0,"liquid
sol1:stop fires 
sol2:",stop flooding ,Prevent evaporation
366,142702e3-cc03-4bd0-b7d6-067f05d78ee9,How do I turn on a desktop computer?,You need to insert a screwdriver in an electrical socket while your second hands touches two metal pins on the motherboard.,"Using a metal screwdriver, you need to connect two metal pins on the motherboard (power and ground).",1,"How do I turn on a desktop computer?
sol1:
sol2:Using a metal screwdriver, you need to connect two metal pins on the motherboard (power and ground).",You need to insert a screwdriver in an electrical socket while your second hands touches two metal pins on the motherboard.,"Press the power button on the computer case.
sol1:
sol2: Connect the power cable to the back of the computer and press the power button on the computer case.
answer: Press the power button on the computer case or connect the power cable to the back of the computer and press the power button on the computer case."
367,310924e2-a848-4ddd-9af9-3a6e850435aa,how do you win a debate?,argue nonstop.,have the best case.,1,"how do you win a debate?
sol1:
sol2:have the best case.",argue nonstop.,Present logical arguments and evidence
368,f9caed5d-c38e-4fea-bcb9-b7b55d75d8bb,How do I make glow-in-the-dark planters?,"Cover the planters with a base layer, and then spray with clear spray paint, and then splatter with the insides of a few glow sticks.","Clean your planter inside and out. Cover with glow-in-the-dark spraypaint, in thin layers.",1,"How do I make glow-in-the-dark planters?
sol1:
sol2:Clean your planter inside and out. Cover with glow-in-the-dark spraypaint, in thin layers.","Cover the planters with a base layer, and then spray with clear spray paint, and then splatter with the insides of a few glow sticks.",Let the paint dry completely before using and enjoy your glow-in-the-dark planters.
369,73e5879d-19a5-4221-9772-b8f525f7b4c8,to do a thorough job?,take your time,do it quickly,0,"to do a thorough job?
sol1:take your time
sol2:",do it quickly,Pay attention to detail
370,fa607d96-99f6-4601-aac7-2409ebcc0316,How do I know what to do if a service dog comes up to me without their owner?,"The dog is trying to get help for their owner, the handicapped owner likely needs assistance and you should follow the dog to the owner to check on them.","The dog is trying to get away from their owner, the handicapped owner is likely abusing the creature and you need to help the animal.",0,"How do I know what to do if a service dog comes up to me without their owner?
sol1:The dog is trying to get help for their owner, the handicapped owner likely needs assistance and you should follow the dog to the owner to check on them.
sol2:","The dog is trying to get away from their owner, the handicapped owner is likely abusing the creature and you need to help the animal.","The dog might be lost, so you could try to find its owner or contact animal control to report a lost service dog."
371,9b57613a-596d-4b0d-a65d-1d871b1ee643,To reshape a steel buckle.,Heat up the buckle and then heat with hammer to reshape,"To reshape a steel buckle, you have to pull it apart to desired shape.",0,"To reshape a steel buckle.
sol1:Heat up the buckle and then heat with hammer to reshape
sol2:","To reshape a steel buckle, you have to pull it apart to desired shape.",Use a vice grip to hold the buckle in place while using a mallet to reshape
372,2e283dbd-00e2-426c-9a73-3127f0984084,how do you walk a dog?,"attach a leash to the dog's collar, and then let it walk in front of you outside, but hold on to the leash to maintain the power.",let it run free outside.,0,"how do you walk a dog?
sol1:attach a leash to the dog's collar, and then let it walk in front of you outside, but hold on to the leash to maintain the power.
sol2:",let it run free outside.,Hold the leash firmly and gently guide the dog while walking alongside or slightly behind it.
373,667bd41f-e14a-434b-a798-dde0e89a5c13,how do you throw something away?,put it inside of a trash bag or trash can,throw it away from you.,0,"how do you throw something away?
sol1:put it inside of a trash bag or trash can
sol2:",throw it away from you.,Take it to a recycling center or dispose of it in the appropriate waste bin
374,ce792e05-5913-4ad1-b752-3f1e34c78982,Protect garden from ice frost.,Place bed sheet on soil.,Place bed sheet over garden.,1,"Protect garden from ice frost.
sol1:
sol2:Place bed sheet over garden.",Place bed sheet on soil.,Cover plants with burlap or straw.
375,7b97f65f-aaec-41da-bdac-5e5321ed8426,To make a flakey pie crust.,Use your hands and rub the butter into the flour until the butter is completely melted.,Keep your ingredients like butter and flour cold and work as little as possible.,1,"To make a flakey pie crust.
sol1:
sol2:Keep your ingredients like butter and flour cold and work as little as possible.",Use your hands and rub the butter into the flour until the butter is completely melted.,Handle the dough gently and avoid overmixing.
376,2e1993a5-dc78-4e07-9bb9-12091cdc45ed,bobby pin,can pierce needle easily,hold hair instead of needle for safety,1,"bobby pin
sol1:
sol2:hold hair instead of needle for safety",can pierce needle easily,Use it as a lock pick or for crafting jewelry
377,26611ae0-40fd-48ca-aa7e-fe5171a80b87,how do you inflate a tire?,let the air out.,fill it with air.,1,"how do you inflate a tire?
sol1:
sol2:fill it with air.",let the air out.,Use a bicycle pump or an air compressor to fill it with air.
378,7c04d3a0-b826-4c46-9cfd-5d4668e6df5a,To make stuffed pizza crust,Put cheese on the outer edge of the dough and fold over.,Fold over the outer edge of dough and insert cheese.,0,"To make stuffed pizza crust
sol1:Put cheese on the outer edge of the dough and fold over.
sol2:",Fold over the outer edge of dough and insert cheese.,Brush garlic butter onto the crust before baking.
379,64a60f24-cbda-4b60-8c3f-d5e55a32ffc9,How to dissolve iron,"Water dissolves iron by causing it to rust, therefore slowly the iron will be dissolved","Hydrochloric acid, however, can dissolve iron, and a more concentrated solution will dissolve it more rapidly",1,"How to dissolve iron
sol1:
sol2:Hydrochloric acid, however, can dissolve iron, and a more concentrated solution will dissolve it more rapidly","Water dissolves iron by causing it to rust, therefore slowly the iron will be dissolved",Sulfuric acid can also dissolve iron
380,86eeb0a0-bb4d-4890-b380-66c43d143357,how do you stream a movie?,watch it on your tv.,watch it over the internet.,1,"how do you stream a movie?
sol1:
sol2:watch it over the internet.",watch it on your tv.,Use a streaming service or website
381,799320fb-4355-4312-942b-270a4e331537,"To remove a wine bottle cork screw without a corkscrew,",screw a screw into the cork and pry it out with a hammer.,break the top of the bottle with a hammer to access the wine.,0,"To remove a wine bottle cork screw without a corkscrew,
sol1:screw a screw into the cork and pry it out with a hammer.
sol2:",break the top of the bottle with a hammer to access the wine.,Use a shoe or a key to push the cork into the bottle.
382,0e349fd1-fa9e-49ce-b866-2ca26a8fe655,how do you clean a kcup machine?,scrub it.,run water through it.,1,"how do you clean a kcup machine?
sol1:
sol2:run water through it.",scrub it.,Descale it using a descaling solution and run water through it.
383,bb5954ac-1d81-4b93-8240-de8cd62173e4,laser,burns face ,burns air ,0,"laser
sol1:burns face 
sol2:",burns air ,cuts through materials
384,cc76c6bc-ac62-47a8-976e-e9f30cc132b4,"To finish your typing project without running to the store when you are typing and your white out bottle empties,",use white fingernail polish.,use white flour and water.,0,"To finish your typing project without running to the store when you are typing and your white out bottle empties,
sol1:use white fingernail polish.
sol2:",use white flour and water.,Use correction tape.
385,26d56317-e8d2-4e2d-a69a-19adf8af7752,how do you power through something?,keep going no matter what.,turn it on.,0,"how do you power through something?
sol1:keep going no matter what.
sol2:",turn it on.,Stay focused and motivated.
386,95327a76-4c93-4560-86ee-1617edce665d,If your muffins look to be getting overcooked you should,cover them with foil for the remaining time,heat the over up higher for the remaining time,0,"If your muffins look to be getting overcooked you should
sol1:cover them with foil for the remaining time
sol2:",heat the over up higher for the remaining time,Lower the oven temperature
387,17d6daab-f326-49bf-b326-c97f96a2f42d,"how to tell if my steak is done, without cutting into it?",use an instant read thermometer.,"poke it with the knife every 2-3 minutes, until it stops bleeding.",0,"how to tell if my steak is done, without cutting into it?
sol1:use an instant read thermometer.
sol2:","poke it with the knife every 2-3 minutes, until it stops bleeding.","Use the touch test. Press the steak with your finger and compare the firmness to the different parts of your hand - the fleshy area under the thumb for rare, the area between the thumb and forefinger for medium-rare, and the area at the base of the thumb for well-done."
388,4268f32f-73b1-4c7c-9be6-78de8dd3061c,cheese cloth,holds  foot ,holds  toothpaste ,1,"cheese cloth
sol1:
sol2:holds  toothpaste ",holds  foot ,filters liquids
389,4e0ebcf1-5c09-417c-9ffc-2406c5fa2c75,how do you crisp something,burn it a little.,heat it up right up to the point before it's about to burn.,1,"how do you crisp something
sol1:
sol2:heat it up right up to the point before it's about to burn.",burn it a little.,Increase the oven temperature and bake it until it becomes golden and crispy.
390,fe32a86a-2979-438e-ade8-5706d7dfc287,stainless steel bucket,can be used to milk cow into,can be used to insulate against boiling water into,0,"stainless steel bucket
sol1:can be used to milk cow into
sol2:",can be used to insulate against boiling water into,Can be used to transport water or other liquids
391,30055b15-e1e9-4871-a0e6-ea8f95f80adf,to cool down a cast iron pan after baking,let it cool in the oven after heating,run under cold water after heating,0,"to cool down a cast iron pan after baking
sol1:let it cool in the oven after heating
sol2:",run under cold water after heating,Let it cool on a cooling rack or a trivet
392,84ec3338-29b3-4187-b058-0df8af23bc4f,How to keep flour from going everywhere when using a mixer.,"Wrap the entire bowl in plastic wrap, and then turn on high to contain splatters.","cut a hole in the center of a paper plate, and use it as a splatter guard for the mixer.",1,"How to keep flour from going everywhere when using a mixer.
sol1:
sol2:cut a hole in the center of a paper plate, and use it as a splatter guard for the mixer.","Wrap the entire bowl in plastic wrap, and then turn on high to contain splatters.",Cover the mixer bowl with a clean kitchen towel to prevent flour from spreading.
393,9e6ffda7-7ce8-4455-bca7-bb5a92cfe17f,Will rising prices correct a recession?,"Rising prices are a sign of inflation, but do not necessarily correlate with a correction in recession. The worst case scenario is a recession accompanied by rising cost of living due to inflation of prices and costs related to production and services.","Rising prices can signal a deflation, but do not necessarily cause a correction in recession. The worst case scenario of all would be rising prices and unemployment concurrently. Rising cost of living relates to rising costs of production and services.",0,"Will rising prices correct a recession?
sol1:Rising prices are a sign of inflation, but do not necessarily correlate with a correction in recession. The worst case scenario is a recession accompanied by rising cost of living due to inflation of prices and costs related to production and services.
sol2:","Rising prices can signal a deflation, but do not necessarily cause a correction in recession. The worst case scenario of all would be rising prices and unemployment concurrently. Rising cost of living relates to rising costs of production and services.","Rising prices can actually worsen a recession by increasing the cost of living and reducing consumer spending. This can lead to further economic contraction and unemployment. It is important to implement other measures, such as fiscal and monetary policies, to correct a recession."
394,b86522ee-8cb3-43b9-a7e2-149b07c7d3f6,how do you dispose of razors?,shove them down the shower drain.,throw them away.,1,"how do you dispose of razors?
sol1:
sol2:throw them away.",shove them down the shower drain.,Recycle or discard them in a sharps container.
395,7998848d-c38d-409c-b4af-1240d7c01694,To make a cheap terrarium for gecko.,Use glass as the material is transparent and has adequate heat retention for the reptile.,Use acrylic as it is way cheaper than glass and still has a lot of pass-through for light to get in.,0,"To make a cheap terrarium for gecko.
sol1:Use glass as the material is transparent and has adequate heat retention for the reptile.
sol2:",Use acrylic as it is way cheaper than glass and still has a lot of pass-through for light to get in.,Use a plastic container with a lid as it is a more cost-effective option and still provides adequate ventilation for the gecko.
396,73fcfb0d-72f9-468a-a409-2731aa38b7dc,blanket,can cover a sofa from dirt,can make a sofa invisible,0,"blanket
sol1:can cover a sofa from dirt
sol2:",can make a sofa invisible,can keep you warm during the night
397,284541d1-ede1-43f0-8b6f-23633df8ec30,hose,can cut camera easily,Can be guarded by camera on security monitor,1,"hose
sol1:
sol2:Can be guarded by camera on security monitor",can cut camera easily,Can be used for watering plants or cleaning outdoor surfaces
398,c1c51b37-4c13-42aa-9d7f-dd0ed6a4254b,easiest way to pick up shards of broken glass,"sweep what you can, and then use a nail file to crush it further.",gently press a piece of bread onto the floor.and pick up.,1,"easiest way to pick up shards of broken glass
sol1:
sol2:gently press a piece of bread onto the floor.and pick up.","sweep what you can, and then use a nail file to crush it further.",Use a damp paper towel or cloth to pick up the shards.
399,4042fc00-8597-4fd8-99a2-8a3c8f29b88d,To load cylinder containers to a truck.,use a wooden sheet to make way for easy way of loading the containers to the truck,use a ramp to roll the tanks up the truck.,1,"To load cylinder containers to a truck.
sol1:
sol2:use a ramp to roll the tanks up the truck.",use a wooden sheet to make way for easy way of loading the containers to the truck,Use a forklift to stack the cylinders onto the truck.
400,dc546b1c-52b1-4d8e-a5bb-93a1f097fe70,toilet tissue,can clean hair ,can clean the sink ,1,"toilet tissue
sol1:
sol2:can clean the sink ",can clean hair ,can be used as facial tissue
401,b402da13-1b84-4359-a92e-129c7722f757,how do you deal with nausea?,eat more.,throw up.,1,"how do you deal with nausea?
sol1:
sol2:throw up.",eat more.,Drink ginger tea or take anti-nausea medication
402,73e36799-a580-4b6c-91a4-7d521007d1d0,how do you go to your facebook profile from the home page?,search your name in the search bar on the top.,click on the circle button with a person in it on the bottom menu.,1,"how do you go to your facebook profile from the home page?
sol1:
sol2:click on the circle button with a person in it on the bottom menu.",search your name in the search bar on the top.,"sol1: Click on your profile picture on the top menu. 
sol2:"
403,3e2db322-eca6-4f1d-807e-0fb02e193e7d,To learn how to ride a bike.,Just get on the bike and start riding to learn how to do it consistently.,Start with training wheels to help will balance while moving then gradually take them off.,1,"To learn how to ride a bike.
sol1:
sol2:Start with training wheels to help will balance while moving then gradually take them off.",Just get on the bike and start riding to learn how to do it consistently.,Practice balancing and pedaling with the assistance of someone holding onto the back of the bike and then gradually ride on your own.
404,8fcf0873-0e56-44a5-8b7c-4c1cc8db610c,basket,can enclose a safety pin ,can enclose a hula hoop ,0,"basket
sol1:can enclose a safety pin 
sol2:",can enclose a hula hoop ,can hold books and toys
405,fe6fffd0-2992-4e8c-934b-7de96ce94625,Prevent water waste in toilet.,Flush after each use.,Flush only when defecating.,1,"Prevent water waste in toilet.
sol1:
sol2:Flush only when defecating.",Flush after each use.,Use a water-saving toilet or install a dual flush toilet.
406,46abbcf6-96f5-4b00-970e-c891ade43043,"To become frightened of a movie again after seeing it before,",look up reviews for the movie to better understand it.,wait a few years before watching it a second time.,1,"To become frightened of a movie again after seeing it before,
sol1:
sol2:wait a few years before watching it a second time.",look up reviews for the movie to better understand it.,Avoid watching any trailers or reviews about the movie.
407,1dc2e134-e093-4ac2-8401-de0e4237ee0a,To open up bolts.,Use a spanner and revolve the spanner over the bolt until the bolt is opened.,Use adjustable spanner by putting it over the bolt and turning the bolt anti-clockwise.,1,"To open up bolts.
sol1:
sol2:Use adjustable spanner by putting it over the bolt and turning the bolt anti-clockwise.",Use a spanner and revolve the spanner over the bolt until the bolt is opened.,Use a wrench or socket wrench by placing it on the bolt and turning it counterclockwise.
408,7c8850d5-3939-430a-aa77-ab9ba361d5e8,how do you exchange an item?,"take the item and reciept back to the original store, and get another item to keep in its place.","take the item back to the original store, and switch it for something else you want to keep.",0,"how do you exchange an item?
sol1:take the item and reciept back to the original store, and get another item to keep in its place.
sol2:","take the item back to the original store, and switch it for something else you want to keep.",Contact customer service of the store or online retailer and request an exchange.
409,544ae91d-93cd-45e7-9885-f458cb96d8af,Cure a headache with a drink.,Brew some ginger tea.,Brew some kool-aid.,0,"Cure a headache with a drink.
sol1:Brew some ginger tea.
sol2:",Brew some kool-aid.,Take over-the-counter pain relief medicine.
410,e505cba6-1d34-4dfc-bbe4-a713b2edb885,clamp,can be used like a  marker ,can hold a marker marker ,1,"clamp
sol1:
sol2:can hold a marker marker ",can be used like a  marker ,clamp a piece of paper
411,cb5c9144-0eb0-404b-8896-2bd74349df73,how do you call the fuzz,dial 911,dial fuzz under contacts.,0,"how do you call the fuzz
sol1:dial 911
sol2:",dial fuzz under contacts.,Yell for help
412,1b1c87d3-b5d3-4b73-9054-279610140c23,To add fragrance to glycerin for making soap.,Add oils after soap has melted.,Brush oils after soap had been molded.,0,"To add fragrance to glycerin for making soap.
sol1:Add oils after soap has melted.
sol2:",Brush oils after soap had been molded.,Add essential oils for fragrance.
413,15b20eb0-0d12-4faf-b11a-471f6e72f13d,"To make a good Thank giving food basket for low income people,","pack the basket with holiday classics like turkey and gravy,",pack the basket with bulk dry good like beans and rice.,0,"To make a good Thank giving food basket for low income people,
sol1:pack the basket with holiday classics like turkey and gravy,
sol2:",pack the basket with bulk dry good like beans and rice.,pack the basket with sides like mashed potatoes and stuffing
414,f2b79f81-3797-4bfc-b1ba-db8faf1b2988,Pay the mortgage payment.,Empty one of the bedrooms and put an ad on Craigslist to have someone come and rent a room from you thus bringing your mortgage payment down.,Work as many hours as you can and save the money to pay the bills.,1,"Pay the mortgage payment.
sol1:
sol2:Work as many hours as you can and save the money to pay the bills.",Empty one of the bedrooms and put an ad on Craigslist to have someone come and rent a room from you thus bringing your mortgage payment down.,Contact the bank or mortgage lender and set up automatic payments from your bank account
415,d592efe8-90e6-4a7a-98d1-eca2c57fc3f1,"To smoke tobacco with a coke can,",make an indention on the end of the can opposite of the mouth opening and then puncture holes for the tobacco smoke into the indention.,put the tobacco leaves inside of the can along with a match and then cover the can's hole with your mouth and inhale the smoke.,0,"To smoke tobacco with a coke can,
sol1:make an indention on the end of the can opposite of the mouth opening and then puncture holes for the tobacco smoke into the indention.
sol2:",put the tobacco leaves inside of the can along with a match and then cover the can's hole with your mouth and inhale the smoke.,Make a small hole on the side of the can near the bottom and use it as a makeshift pipe.
416,ceaaceaa-9226-4fd0-841f-ff6af4a2d14d,What should I keep in my glove compartment?,"You can keep a copy of your insurance, title, registration paperwork, a first aid kit, and anything else you may want.",You can keep your latex gloves in the glove box to keep them safe from theft and damage while you are away from the car.,0,"What should I keep in my glove compartment?
sol1:You can keep a copy of your insurance, title, registration paperwork, a first aid kit, and anything else you may want.
sol2:",You can keep your latex gloves in the glove box to keep them safe from theft and damage while you are away from the car.,"You can also keep a flashlight, spare change for parking meters, and a basic tool kit."
417,5f8a8410-be14-40bf-b6bc-47d2eec9bc37,how do you omitt the truth?,don't tell it.,say it.,0,"how do you omitt the truth?
sol1:don't tell it.
sol2:",say it.,Tell a half-truth or lie.
418,4a1307e4-13f2-4fd0-8614-997b6894b318,how do you use the flash on a nikon b500?,press flash.,pop the flash up.,1,"how do you use the flash on a nikon b500?
sol1:
sol2:pop the flash up.",press flash.,Press the flash button to activate the flash.
419,7f22daa7-29e2-437e-8370-383b3ad4ee91,Microphone,implements recordings ,implements playback. ,0,"Microphone
sol1:implements recordings 
sol2:",implements playback. ,Amplifies sound
420,54917c74-d746-4fa1-ad09-de1e783c1c33,sharpen a pencil,cut diagonally,use a knife,1,"sharpen a pencil
sol1:
sol2:use a knife",cut diagonally,Use a pencil sharpener
421,bf4db14c-3526-48c7-b742-20981902e646,How to clean your computer keyboard keys?,"Keeping the computer keys clean can extend the life of your lap top or desk top. If you don't clean the keys, the symbols can eventually become hard to read and you may find you are making many silly typing errors, just because you cannot read the keys. Spray the corner of a rag with windex, or vinegar, and wipe carefully until you can see the symbols clearly again. If the symbols have worn completely away, you can paint them on again with nail polish.","You can get tiny letter stickers that just stick on the computer keys, and you may never have to bother again with windex or vinegar. The F keys are usually tricky, as they are so small, however you can place or tape a cardboard sign above these ones, that indicates what each one should be.",0,"How to clean your computer keyboard keys?
sol1:Keeping the computer keys clean can extend the life of your lap top or desk top. If you don't clean the keys, the symbols can eventually become hard to read and you may find you are making many silly typing errors, just because you cannot read the keys. Spray the corner of a rag with windex, or vinegar, and wipe carefully until you can see the symbols clearly again. If the symbols have worn completely away, you can paint them on again with nail polish.
sol2:","You can get tiny letter stickers that just stick on the computer keys, and you may never have to bother again with windex or vinegar. The F keys are usually tricky, as they are so small, however you can place or tape a cardboard sign above these ones, that indicates what each one should be.",Use a small brush (such as a toothbrush) to gently scrub the keys with a mixture of dish soap and water. Rinse the keys with a damp cloth and allow them to dry completely before using the keyboard again.
422,7c07d5bb-cf43-4367-94f1-d9279c5d481a,protractor,can stab pill bug ,can stab leopard ,0,"protractor
sol1:can stab pill bug 
sol2:",can stab leopard ,Measure angles
423,05484ec6-e011-4301-bdd5-c7a0585e7ffb,"To safely sleep with your baby in your bed,","lay under a light cover only, keep yourself between them and the other parent and put pillows on the ground by the bed in case the baby falls off.","lay on top of the cover, keep yourself between them and the other parent or preferably have the other parent sleep somewhere else, and put up a barrier to keep the baby from falling onto the floor.",1,"To safely sleep with your baby in your bed,
sol1:
sol2:lay on top of the cover, keep yourself between them and the other parent or preferably have the other parent sleep somewhere else, and put up a barrier to keep the baby from falling onto the floor.","lay under a light cover only, keep yourself between them and the other parent and put pillows on the ground by the bed in case the baby falls off.",Place a crib or bassinet next to your bed for the baby.
424,8e0e2ca1-a308-4c19-9a96-cf2aaea12103,How to Keep the Breading from Falling Off Chicken,"After your chicken is breaded, chill for ten minutes.",Dip the chicken in hot sauce and then fry.,0,"How to Keep the Breading from Falling Off Chicken
sol1:After your chicken is breaded, chill for ten minutes.
sol2:",Dip the chicken in hot sauce and then fry.,Press the breading firmly onto the chicken before cooking.
425,e16abd98-9458-46e3-b5c5-a9876269daa6,"To carefully cut a slot into a piece of wood, you can",Use a metal file,Use a table saw,1,"To carefully cut a slot into a piece of wood, you can
sol1:
sol2:Use a table saw",Use a metal file,Use a chisel
426,b3177b85-5efb-4004-b253-1507813c9728,A good way to cut a wooden panel in half.,"When a plane wooden panel in half, it is best to first make sure it is smooth and there are no branches in the wood.","To cut a wooden panel in half, it is best you check for staples to prevent damaging the cutting tool.",1,"A good way to cut a wooden panel in half.
sol1:
sol2:To cut a wooden panel in half, it is best you check for staples to prevent damaging the cutting tool.","When a plane wooden panel in half, it is best to first make sure it is smooth and there are no branches in the wood.",Use a circular saw or a table saw
